trial,eccentricity_pct,noise_level,spatial_freq_cpd,contrast_amplitude,offset_deg,abs_offset_deg,side,true_choice,model_choice,model_raw_text,correct,api_error
35,50.0,none,0.8,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
36,0.0,high,1.6,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
37,50.0,none,0.8,0.6,6.0,6.0,-1,CW,CW,CW,1,
38,0.0,low,1.6,1.0,45.0,45.0,1,CW,CW,CW,1,
39,0.0,low,0.4,0.6,45.0,45.0,1,CW,CW,CW,1,
40,0.0,high,1.6,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
41,0.0,high,1.6,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
42,0.0,low,1.6,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
43,50.0,high,0.4,1.0,16.0,16.0,-1,CW,CW,CW,1,
44,0.0,none,0.4,0.8,45.0,45.0,1,CW,CCW,CCW,0,
45,50.0,high,0.8,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
46,50.0,high,1.6,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
47,50.0,none,1.6,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
48,50.0,low,0.4,0.8,45.0,45.0,-1,CW,CW,CW,1,
49,50.0,low,1.6,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
50,0.0,none,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
51,50.0,high,0.4,0.6,6.0,6.0,1,CW,CCW,CCW,0,
52,50.0,none,0.4,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
53,50.0,none,0.4,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
54,50.0,high,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
55,50.0,low,1.6,0.6,16.0,16.0,1,CW,CW,CW,1,
56,0.0,low,0.8,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
57,50.0,none,0.4,0.8,6.0,6.0,1,CW,CW,CW,1,
58,0.0,none,1.6,1.0,16.0,16.0,-1,CW,CW,CW,1,
59,50.0,high,0.8,1.0,-45.0,45.0,1,CCW,CW,CW,0,
60,50.0,low,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
61,0.0,high,0.8,1.0,16.0,16.0,-1,CW,CW,CW,1,
62,50.0,none,0.4,1.0,6.0,6.0,1,CW,CW,CW,1,
63,0.0,high,0.4,0.8,16.0,16.0,1,CW,CW,CW,1,
64,50.0,low,1.6,0.6,-6.0,6.0,1,CCW,CW,CW,0,
65,50.0,low,0.8,0.6,-6.0,6.0,-1,CCW,CW,CW,0,
66,50.0,low,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
67,0.0,high,0.4,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
68,0.0,high,0.8,0.6,45.0,45.0,1,CW,CW,CW,1,
69,0.0,none,1.6,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
70,50.0,low,0.8,0.8,6.0,6.0,-1,CW,CW,CW,1,
71,0.0,high,1.6,0.6,16.0,16.0,1,CW,CW,CW,1,
72,0.0,high,1.6,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
73,0.0,high,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
74,50.0,low,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
75,50.0,high,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
76,0.0,none,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
77,0.0,none,1.6,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
78,0.0,high,0.8,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
79,0.0,high,0.4,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
80,0.0,low,0.4,0.6,-45.0,45.0,1,CCW,CW,CW,0,
81,50.0,none,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
82,0.0,none,1.6,0.6,6.0,6.0,1,CW,CW,CW,1,
83,0.0,low,0.4,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
84,50.0,low,0.4,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
85,50.0,high,1.6,0.8,-45.0,45.0,1,CCW,CW,CW,0,
86,50.0,high,1.6,1.0,-45.0,45.0,1,CCW,CW,CW,0,
87,50.0,high,0.8,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
88,50.0,low,0.4,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
89,50.0,none,0.4,0.8,-45.0,45.0,1,CCW,CW,CW,0,
90,50.0,low,0.4,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
91,0.0,low,0.8,0.8,45.0,45.0,-1,CW,CW,CW,1,
92,0.0,none,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
93,50.0,none,0.8,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
94,0.0,low,0.4,1.0,-45.0,45.0,1,CCW,CW,CW,0,
95,0.0,low,0.4,0.6,-45.0,45.0,1,CCW,CW,CW,0,
96,50.0,none,0.4,0.8,45.0,45.0,1,CW,CW,CW,1,
97,50.0,high,1.6,0.6,45.0,45.0,1,CW,CW,CW,1,
98,0.0,high,0.8,0.8,45.0,45.0,-1,CW,CW,CW,1,
99,50.0,low,1.6,1.0,16.0,16.0,1,CW,CW,CW,1,
100,50.0,high,1.6,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
101,50.0,low,0.4,1.0,16.0,16.0,-1,CW,CW,CW,1,
102,0.0,none,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
103,0.0,high,1.6,0.8,6.0,6.0,1,CW,CCW,CCW,0,
104,50.0,low,0.4,1.0,6.0,6.0,1,CW,CW,CW,1,
105,50.0,high,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
106,50.0,low,0.4,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
107,0.0,low,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
108,0.0,high,0.8,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
109,0.0,none,0.4,0.8,6.0,6.0,1,CW,CW,CW,1,
110,0.0,low,0.4,0.8,16.0,16.0,-1,CW,CW,CW,1,
111,0.0,low,0.8,0.6,6.0,6.0,-1,CW,CW,CW,1,
112,50.0,none,0.4,0.8,-6.0,6.0,1,CCW,CW,CW,0,
113,50.0,low,0.4,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
114,0.0,high,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
115,0.0,low,1.6,0.8,45.0,45.0,-1,CW,CW,CW,1,
116,50.0,none,0.4,1.0,45.0,45.0,1,CW,CW,CW,1,
117,50.0,none,0.4,0.6,-45.0,45.0,1,CCW,CW,CW,0,
118,0.0,none,1.6,1.0,45.0,45.0,-1,CW,CW,CW,1,
119,50.0,none,0.8,0.8,-45.0,45.0,1,CCW,CW,CW,0,
120,0.0,none,1.6,0.6,6.0,6.0,-1,CW,CW,CW,1,
121,50.0,none,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
122,50.0,low,0.4,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
123,50.0,low,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
124,50.0,low,0.4,1.0,-45.0,45.0,1,CCW,CW,CW,0,
125,50.0,high,0.8,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
126,0.0,none,1.6,1.0,45.0,45.0,-1,CW,CW,CW,1,
127,0.0,high,1.6,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
128,50.0,none,0.8,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
129,0.0,high,0.4,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
130,0.0,none,0.4,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
131,50.0,low,1.6,1.0,6.0,6.0,1,CW,CW,CW,1,
132,50.0,high,0.4,0.8,6.0,6.0,1,CW,CW,CW,1,
133,0.0,low,1.6,1.0,16.0,16.0,-1,CW,CW,CW,1,
134,50.0,none,0.4,0.8,16.0,16.0,-1,CW,CW,CW,1,
135,0.0,low,1.6,0.8,6.0,6.0,1,CW,CW,CW,1,
136,50.0,low,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
137,0.0,low,0.8,1.0,-45.0,45.0,1,CCW,CW,CW,0,
138,50.0,high,0.4,0.8,-16.0,16.0,1,CCW,CW,CW,0,
139,0.0,high,0.4,0.8,45.0,45.0,1,CW,CW,CW,1,
140,0.0,low,0.8,0.6,16.0,16.0,1,CW,CW,CW,1,
141,50.0,low,0.4,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
142,50.0,low,0.4,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
143,50.0,none,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
144,0.0,low,0.8,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
145,0.0,low,0.8,1.0,16.0,16.0,-1,CW,CW,CW,1,
146,50.0,low,0.8,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
147,50.0,low,0.8,1.0,16.0,16.0,-1,CW,CW,CW,1,
148,0.0,high,1.6,1.0,16.0,16.0,-1,CW,CW,CW,1,
149,0.0,high,0.8,0.6,45.0,45.0,1,CW,CW,CW,1,
150,0.0,none,0.8,0.6,45.0,45.0,1,CW,CW,CW,1,
151,50.0,none,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
152,50.0,none,0.4,0.6,-6.0,6.0,1,CCW,CW,CW,0,
153,0.0,high,1.6,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
154,0.0,none,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
155,0.0,none,1.6,1.0,16.0,16.0,1,CW,CCW,CCW,0,
156,0.0,none,0.8,0.8,6.0,6.0,1,CW,CW,CW,1,
157,50.0,high,0.8,0.6,-16.0,16.0,1,CCW,CW,CW,0,
158,0.0,none,1.6,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
159,0.0,none,0.4,0.8,6.0,6.0,-1,CW,CW,CW,1,
160,50.0,low,1.6,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
161,0.0,none,0.4,0.6,16.0,16.0,-1,CW,CW,CW,1,
162,0.0,high,0.4,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
163,0.0,none,0.8,0.6,6.0,6.0,-1,CW,CW,CW,1,
164,0.0,high,0.4,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
165,50.0,high,0.8,1.0,45.0,45.0,1,CW,CW,CW,1,
166,0.0,none,0.8,0.8,6.0,6.0,1,CW,CW,CW,1,
167,0.0,high,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
168,50.0,high,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
169,0.0,low,0.8,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
170,50.0,none,0.4,0.6,6.0,6.0,1,CW,CW,CW,1,
171,50.0,high,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
172,0.0,low,1.6,1.0,-6.0,6.0,1,CCW,CW,CW,0,
173,0.0,low,0.4,1.0,16.0,16.0,-1,CW,CW,CW,1,
174,50.0,none,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
175,0.0,high,1.6,0.6,16.0,16.0,-1,CW,CW,CW,1,
176,0.0,low,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
177,0.0,low,0.4,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
178,50.0,low,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
179,0.0,none,0.4,1.0,16.0,16.0,1,CW,CW,CW,1,
180,0.0,low,1.6,0.6,45.0,45.0,-1,CW,CW,CW,1,
181,0.0,none,0.4,0.6,45.0,45.0,-1,CW,CW,CW,1,
182,0.0,none,0.4,1.0,-6.0,6.0,1,CCW,CW,CW,0,
183,0.0,high,0.8,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
184,0.0,high,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
185,0.0,low,1.6,1.0,6.0,6.0,1,CW,CW,CW,1,
186,50.0,high,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
187,0.0,none,1.6,0.8,-6.0,6.0,1,CCW,CW,CW,0,
188,50.0,low,0.8,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
189,50.0,none,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
190,50.0,none,1.6,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
191,0.0,high,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
192,50.0,high,0.8,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
193,50.0,none,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
194,50.0,none,0.4,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
195,0.0,high,0.4,1.0,6.0,6.0,-1,CW,CW,CW,1,
196,50.0,none,0.8,1.0,45.0,45.0,1,CW,CW,CW,1,
197,50.0,low,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
198,50.0,high,0.4,0.8,-6.0,6.0,1,CCW,CW,CW,0,
199,0.0,low,1.6,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
200,0.0,high,1.6,0.6,45.0,45.0,-1,CW,CW,CW,1,
201,0.0,high,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
202,0.0,none,0.4,0.8,16.0,16.0,-1,CW,CW,CW,1,
203,0.0,none,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
204,0.0,low,0.8,1.0,16.0,16.0,-1,CW,CW,CW,1,
205,50.0,high,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
206,50.0,low,1.6,1.0,45.0,45.0,1,CW,CW,CW,1,
207,50.0,high,0.8,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
208,50.0,high,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
209,50.0,none,0.8,0.8,16.0,16.0,-1,CW,CW,CW,1,
210,0.0,none,0.8,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
211,0.0,none,1.6,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
212,50.0,high,1.6,0.6,16.0,16.0,-1,CW,CW,CW,1,
213,50.0,low,1.6,0.8,45.0,45.0,-1,CW,CW,CW,1,
214,50.0,high,1.6,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
215,0.0,none,1.6,1.0,-45.0,45.0,1,CCW,CW,CW,0,
216,50.0,high,1.6,1.0,-45.0,45.0,1,CCW,CW,CW,0,
217,50.0,none,0.4,0.6,6.0,6.0,-1,CW,CW,CW,1,
218,0.0,low,0.8,1.0,6.0,6.0,-1,CW,CW,CW,1,
219,0.0,low,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
220,50.0,none,1.6,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
221,0.0,low,0.4,0.6,-6.0,6.0,1,CCW,CW,CW,0,
222,0.0,high,0.8,1.0,6.0,6.0,1,CW,CCW,CCW,0,
223,0.0,high,0.4,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
224,0.0,high,0.8,1.0,16.0,16.0,-1,CW,CW,CW,1,
225,0.0,low,0.8,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
226,0.0,low,1.6,0.8,6.0,6.0,1,CW,CW,CW,1,
227,0.0,none,1.6,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
228,0.0,none,0.4,0.6,6.0,6.0,-1,CW,CW,CW,1,
229,50.0,low,0.4,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
230,0.0,none,0.8,0.6,-16.0,16.0,1,CCW,CW,CW,0,
231,50.0,high,0.8,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
232,0.0,high,1.6,0.8,6.0,6.0,1,CW,CW,CW,1,
233,50.0,high,0.4,0.6,-45.0,45.0,1,CCW,CW,CW,0,
234,0.0,low,1.6,0.6,45.0,45.0,1,CW,CW,CW,1,
235,50.0,high,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
236,50.0,low,0.4,0.8,-16.0,16.0,1,CCW,CW,CW,0,
237,50.0,low,1.6,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
238,50.0,low,1.6,0.8,-6.0,6.0,1,CCW,CW,CW,0,
239,50.0,none,1.6,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
240,50.0,high,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
241,0.0,high,0.4,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
242,0.0,none,1.6,0.6,6.0,6.0,-1,CW,CW,CW,1,
243,0.0,none,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
244,50.0,low,0.4,1.0,-45.0,45.0,1,CCW,CW,CW,0,
245,0.0,none,1.6,1.0,45.0,45.0,1,CW,CW,CW,1,
246,0.0,low,0.4,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
247,0.0,high,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
248,50.0,high,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
249,0.0,low,0.8,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
250,0.0,none,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
251,50.0,high,0.8,1.0,16.0,16.0,-1,CW,CW,CW,1,
252,0.0,high,1.6,0.8,45.0,45.0,1,CW,CCW,CCW,0,
253,0.0,low,1.6,1.0,6.0,6.0,1,CW,CW,CW,1,
254,0.0,low,0.8,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
255,50.0,low,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
256,0.0,low,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
257,0.0,none,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
258,50.0,high,0.8,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
259,50.0,low,1.6,0.6,45.0,45.0,1,CW,CW,CW,1,
260,0.0,low,0.4,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
261,50.0,none,1.6,0.8,-45.0,45.0,1,CCW,CW,CW,0,
262,0.0,high,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
263,0.0,none,1.6,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
264,50.0,none,0.4,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
265,0.0,low,1.6,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
266,50.0,low,1.6,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
267,50.0,none,0.4,0.8,6.0,6.0,1,CW,CW,CW,1,
268,0.0,low,0.8,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
269,50.0,high,0.8,0.8,45.0,45.0,-1,CW,CW,CW,1,
270,0.0,none,1.6,0.8,16.0,16.0,-1,CW,CW,CW,1,
271,0.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
272,0.0,low,0.4,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
273,50.0,high,0.4,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
274,0.0,none,1.6,0.6,16.0,16.0,1,CW,CW,CW,1,
275,50.0,high,0.8,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
276,0.0,none,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
277,50.0,high,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
278,50.0,none,0.4,1.0,45.0,45.0,-1,CW,CW,CW,1,
279,0.0,high,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
280,50.0,low,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
281,50.0,none,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
282,0.0,high,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
283,0.0,low,0.4,0.6,6.0,6.0,-1,CW,CW,CW,1,
284,50.0,none,0.8,0.8,16.0,16.0,1,CW,CW,CW,1,
285,0.0,none,1.6,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
286,0.0,none,0.8,1.0,-45.0,45.0,1,CCW,CW,CW,0,
287,0.0,high,0.4,1.0,45.0,45.0,-1,CW,CW,CW,1,
288,50.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
289,0.0,high,0.4,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
290,0.0,high,0.4,1.0,6.0,6.0,1,CW,CW,CW,1,
291,0.0,low,0.8,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
292,50.0,none,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
293,50.0,none,1.6,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
294,0.0,high,0.4,0.8,16.0,16.0,1,CW,CCW,CCW,0,
295,0.0,high,0.8,0.8,6.0,6.0,-1,CW,CW,CW,1,
296,0.0,low,0.4,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
297,50.0,high,1.6,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
298,0.0,low,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
299,0.0,high,1.6,1.0,45.0,45.0,-1,CW,CW,CW,1,
300,50.0,low,0.4,1.0,16.0,16.0,1,CW,CW,CW,1,
301,0.0,high,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
302,50.0,none,0.8,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
303,0.0,high,0.8,0.6,-6.0,6.0,-1,CCW,CW,CW,0,
304,0.0,low,0.4,1.0,-6.0,6.0,1,CCW,CW,CW,0,
305,0.0,none,0.4,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
306,50.0,none,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
307,50.0,high,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
308,50.0,high,0.4,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
309,50.0,high,1.6,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
310,50.0,high,0.4,1.0,16.0,16.0,-1,CW,CW,CW,1,
311,50.0,low,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
312,0.0,high,0.4,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
313,50.0,high,0.4,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
314,0.0,none,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
315,0.0,low,1.6,0.8,45.0,45.0,-1,CW,CW,CW,1,
316,50.0,high,0.4,1.0,-6.0,6.0,1,CCW,CW,CW,0,
317,50.0,none,0.8,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
318,0.0,high,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
319,50.0,low,0.4,1.0,6.0,6.0,1,CW,CW,CW,1,
320,50.0,low,0.8,0.6,16.0,16.0,1,CW,CW,CW,1,
321,50.0,low,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
322,0.0,none,1.6,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
323,50.0,low,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
324,0.0,low,1.6,0.8,45.0,45.0,-1,CW,CW,CW,1,
325,50.0,high,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
326,0.0,high,1.6,0.8,6.0,6.0,1,CW,CCW,CCW,0,
327,50.0,low,0.8,0.8,16.0,16.0,1,CW,CW,CW,1,
328,0.0,high,0.8,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
329,0.0,high,0.4,0.8,45.0,45.0,1,CW,CCW,CCW,0,
330,0.0,none,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
331,50.0,none,0.4,0.6,45.0,45.0,-1,CW,CW,CW,1,
332,0.0,high,1.6,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
333,0.0,none,0.4,0.6,16.0,16.0,-1,CW,CW,CW,1,
334,50.0,high,0.4,0.6,-45.0,45.0,1,CCW,CW,CW,0,
335,50.0,high,1.6,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
336,0.0,high,0.4,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
337,50.0,high,1.6,1.0,-45.0,45.0,1,CCW,CW,CW,0,
338,0.0,high,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
339,0.0,low,0.4,0.8,-16.0,16.0,1,CCW,CW,CW,0,
340,50.0,high,0.4,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
341,0.0,high,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
342,50.0,none,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
343,50.0,high,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
344,50.0,none,0.4,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
345,50.0,none,0.4,0.8,45.0,45.0,-1,CW,CW,CW,1,
