trial,eccentricity_pct,noise_level,spatial_freq_cpd,contrast_amplitude,offset_deg,abs_offset_deg,side,true_choice,model_choice,model_raw_text,correct,api_error
31,0.0,very_high,1.5,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
32,50.0,low,0.4,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
33,0.0,very_high,1.5,1.0,45.0,45.0,1,CW,CCW,CCW,0,
34,50.0,low,1.5,0.6,-8.0,8.0,-1,CCW,CW,CW,0,
35,0.0,very_high,1.5,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
36,50.0,very_high,1.5,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
37,50.0,very_high,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
38,50.0,low,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
39,0.0,low,0.4,1.0,8.0,8.0,1,CW,CW,CW,1,
40,0.0,very_high,1.5,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
41,0.0,low,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
42,50.0,very_high,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
43,0.0,low,1.5,0.6,-8.0,8.0,1,CCW,CW,CW,0,
44,0.0,low,1.5,0.6,8.0,8.0,1,CW,CW,CW,1,
45,0.0,very_high,0.8,1.0,45.0,45.0,1,CW,CCW,CCW,0,
46,0.0,very_high,0.4,0.6,45.0,45.0,1,CW,CCW,CCW,0,
47,50.0,low,1.5,1.0,8.0,8.0,1,CW,CW,CW,1,
48,50.0,low,0.8,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
49,0.0,very_high,0.8,0.6,45.0,45.0,1,CW,CCW,CCW,0,
50,0.0,low,1.5,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
51,50.0,very_high,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
52,50.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
53,0.0,low,1.5,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
54,50.0,very_high,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
55,50.0,low,1.5,0.6,8.0,8.0,1,CW,CW,CW,1,
56,0.0,low,0.4,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
57,50.0,low,1.5,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
58,50.0,low,0.4,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
59,0.0,very_high,0.4,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
60,0.0,low,1.5,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
61,0.0,low,0.8,0.6,45.0,45.0,1,CW,CCW,CCW,0,
62,50.0,low,0.4,1.0,-8.0,8.0,1,CCW,CW,CW,0,
63,50.0,very_high,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
64,0.0,low,0.4,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
65,0.0,low,0.4,0.6,45.0,45.0,1,CW,CCW,CCW,0,
66,50.0,very_high,1.5,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
67,0.0,very_high,1.5,0.6,45.0,45.0,1,CW,CCW,CCW,0,
68,0.0,very_high,1.5,0.6,45.0,45.0,1,CW,CCW,CCW,0,
69,0.0,low,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
70,0.0,very_high,0.4,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
71,0.0,very_high,0.8,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
72,50.0,very_high,0.4,1.0,8.0,8.0,1,CW,CW,CW,1,
73,0.0,very_high,1.5,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
74,0.0,low,0.8,0.6,8.0,8.0,-1,CW,CW,CW,1,
75,0.0,low,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
76,0.0,low,0.8,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
77,0.0,very_high,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
78,0.0,low,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
79,0.0,very_high,0.8,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
80,0.0,very_high,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
81,0.0,very_high,1.5,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
82,50.0,very_high,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
83,0.0,low,1.5,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
84,0.0,very_high,0.8,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
85,50.0,low,0.4,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
86,50.0,very_high,0.8,0.6,-8.0,8.0,1,CCW,CW,CW,0,
87,50.0,very_high,0.4,1.0,8.0,8.0,1,CW,CCW,CCW,0,
88,0.0,low,0.8,1.0,8.0,8.0,1,CW,CCW,CCW,0,
89,0.0,very_high,1.5,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
90,0.0,low,0.4,0.6,45.0,45.0,1,CW,CCW,CCW,0,
91,50.0,very_high,0.8,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
92,50.0,very_high,1.5,1.0,-45.0,45.0,1,CCW,CW,CW,0,
93,50.0,low,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
94,0.0,low,0.4,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
95,50.0,very_high,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
96,0.0,low,0.8,1.0,-8.0,8.0,-1,CCW,CW,CW,0,
97,0.0,low,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
98,50.0,low,0.4,0.6,8.0,8.0,1,CW,CCW,CCW,0,
99,50.0,low,1.5,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
100,50.0,low,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
101,0.0,very_high,0.4,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
102,50.0,very_high,1.5,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
103,50.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
104,0.0,low,1.5,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
105,50.0,low,1.5,0.6,8.0,8.0,1,CW,CW,CW,1,
106,50.0,very_high,1.5,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
107,50.0,very_high,0.8,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
108,0.0,very_high,0.8,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
109,0.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
110,50.0,very_high,0.4,0.6,8.0,8.0,1,CW,CCW,CCW,0,
111,0.0,very_high,0.4,0.6,-8.0,8.0,-1,CCW,CW,CW,0,
112,50.0,low,1.5,1.0,-8.0,8.0,-1,CCW,CW,CW,0,
113,0.0,low,0.8,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
114,0.0,very_high,1.5,0.6,45.0,45.0,1,CW,CCW,CCW,0,
115,50.0,very_high,0.8,1.0,45.0,45.0,1,CW,CW,CW,1,
116,0.0,very_high,0.8,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
117,0.0,low,0.8,0.6,-8.0,8.0,-1,CCW,CW,CW,0,
118,50.0,low,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
119,0.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
120,50.0,very_high,0.4,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
121,50.0,low,1.5,0.6,-45.0,45.0,1,CCW,CW,CW,0,
122,50.0,very_high,1.5,1.0,45.0,45.0,1,CW,CCW,CCW,0,
123,0.0,very_high,0.4,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
124,50.0,low,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
125,50.0,low,1.5,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
126,0.0,low,0.8,0.6,8.0,8.0,1,CW,CCW,CCW,0,
127,0.0,low,1.5,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
128,0.0,very_high,1.5,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
129,50.0,very_high,1.5,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
130,50.0,very_high,0.8,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
131,0.0,very_high,1.5,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
132,50.0,very_high,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
133,50.0,low,1.5,1.0,45.0,45.0,-1,CW,CW,CW,1,
134,0.0,low,0.8,0.6,8.0,8.0,1,CW,CW,CW,1,
135,50.0,low,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
136,50.0,very_high,0.4,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
137,0.0,very_high,1.5,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
138,50.0,very_high,1.5,1.0,8.0,8.0,1,CW,CCW,CCW,0,
139,50.0,very_high,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
140,0.0,very_high,1.5,1.0,8.0,8.0,-1,CW,CW,CW,1,
141,0.0,very_high,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
142,50.0,low,0.8,0.6,45.0,45.0,1,CW,CCW,CCW,0,
143,50.0,low,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
144,50.0,very_high,1.5,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
145,50.0,very_high,0.8,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
146,0.0,very_high,0.8,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
147,50.0,low,0.8,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
148,0.0,low,0.8,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
149,50.0,low,0.8,0.6,8.0,8.0,1,CW,CW,CW,1,
150,50.0,low,1.5,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
151,0.0,low,1.5,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
152,50.0,low,1.5,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
153,50.0,very_high,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
154,0.0,very_high,0.8,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
155,50.0,low,1.5,1.0,8.0,8.0,1,CW,CW,CW,1,
156,0.0,low,0.4,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
157,0.0,very_high,0.4,1.0,8.0,8.0,1,CW,CCW,CCW,0,
158,0.0,very_high,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
159,0.0,low,1.5,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
160,0.0,low,1.5,0.6,45.0,45.0,1,CW,CCW,CCW,0,
161,0.0,very_high,1.5,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
162,50.0,very_high,0.8,1.0,45.0,45.0,1,CW,CCW,CCW,0,
163,0.0,very_high,0.8,1.0,8.0,8.0,1,CW,CCW,CCW,0,
164,50.0,low,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
165,50.0,very_high,1.5,1.0,8.0,8.0,1,CW,CCW,CCW,0,
166,50.0,very_high,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
167,50.0,very_high,0.8,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
168,50.0,low,0.8,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
169,50.0,low,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
170,50.0,low,1.5,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
171,0.0,low,1.5,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
172,0.0,very_high,1.5,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
173,50.0,low,0.8,0.6,8.0,8.0,-1,CW,CW,CW,1,
174,0.0,very_high,1.5,0.6,8.0,8.0,1,CW,CW,CW,1,
175,50.0,very_high,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
176,0.0,low,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
177,0.0,very_high,1.5,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
178,50.0,low,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
179,50.0,low,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
180,0.0,very_high,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
181,0.0,very_high,0.4,0.6,8.0,8.0,1,CW,CCW,CCW,0,
182,0.0,very_high,1.5,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
183,50.0,low,1.5,1.0,-8.0,8.0,-1,CCW,CW,CW,0,
184,0.0,low,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
185,50.0,very_high,0.4,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
186,0.0,very_high,0.8,1.0,45.0,45.0,1,CW,CCW,CCW,0,
187,50.0,very_high,0.8,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
188,50.0,low,0.4,0.6,45.0,45.0,1,CW,CCW,CCW,0,
189,0.0,low,0.4,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
190,50.0,low,0.4,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
191,0.0,low,1.5,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
192,50.0,low,1.5,0.6,8.0,8.0,-1,CW,CW,CW,1,
193,50.0,very_high,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
194,50.0,very_high,0.8,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
195,0.0,low,0.8,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
196,50.0,very_high,0.8,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
197,50.0,very_high,1.5,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
198,0.0,very_high,1.5,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
199,50.0,low,0.4,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
200,0.0,very_high,1.5,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
201,50.0,very_high,0.8,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
202,50.0,very_high,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
203,50.0,low,0.4,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
204,50.0,low,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
205,50.0,very_high,1.5,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
206,50.0,low,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
207,0.0,very_high,0.4,0.6,45.0,45.0,1,CW,CCW,CCW,0,
208,50.0,very_high,1.5,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
209,50.0,low,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
210,50.0,low,0.4,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
211,50.0,low,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
212,0.0,very_high,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
213,0.0,very_high,0.8,0.6,8.0,8.0,1,CW,CCW,CCW,0,
214,0.0,low,1.5,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
215,0.0,very_high,0.8,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
216,50.0,very_high,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
217,50.0,very_high,0.8,0.6,8.0,8.0,1,CW,CCW,CCW,0,
218,50.0,low,1.5,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
219,0.0,very_high,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
220,0.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
221,50.0,low,0.8,0.6,-8.0,8.0,1,CCW,CW,CW,0,
222,0.0,low,0.8,1.0,8.0,8.0,1,CW,CCW,CCW,0,
223,0.0,low,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
224,50.0,very_high,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
225,0.0,low,0.4,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
226,50.0,very_high,1.5,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
227,0.0,very_high,0.8,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
228,50.0,low,0.8,1.0,8.0,8.0,-1,CW,CW,CW,1,
229,0.0,low,0.8,0.6,45.0,45.0,1,CW,CCW,CCW,0,
230,0.0,low,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
231,0.0,low,0.4,1.0,8.0,8.0,-1,CW,CW,CW,1,
232,0.0,very_high,0.8,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
233,50.0,very_high,1.5,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
234,50.0,low,1.5,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
235,0.0,low,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
236,0.0,low,1.5,1.0,8.0,8.0,1,CW,CCW,CCW,0,
237,0.0,very_high,0.4,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
238,50.0,low,0.4,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
239,50.0,very_high,0.4,1.0,8.0,8.0,1,CW,CCW,CCW,0,
240,50.0,low,0.4,0.6,8.0,8.0,-1,CW,CW,CW,1,
241,0.0,very_high,0.8,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
242,0.0,low,0.4,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
243,50.0,low,0.8,1.0,45.0,45.0,1,CW,CCW,CCW,0,
244,0.0,low,1.5,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
245,50.0,very_high,1.5,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
246,50.0,very_high,1.5,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
247,50.0,low,0.8,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
248,50.0,very_high,1.5,1.0,8.0,8.0,1,CW,CW,CW,1,
249,0.0,very_high,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
250,50.0,very_high,0.4,1.0,-8.0,8.0,1,CCW,CW,CW,0,
251,0.0,very_high,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
252,50.0,low,1.5,1.0,8.0,8.0,1,CW,CW,CW,1,
253,0.0,very_high,0.8,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
254,0.0,low,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
255,0.0,very_high,0.4,0.6,-8.0,8.0,1,CCW,CCW,CCW,1,
256,0.0,low,0.8,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
257,50.0,low,0.8,1.0,8.0,8.0,-1,CW,CW,CW,1,
258,50.0,very_high,0.4,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
259,50.0,very_high,1.5,0.6,45.0,45.0,1,CW,CCW,CCW,0,
260,50.0,very_high,0.8,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
261,0.0,very_high,1.5,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
262,0.0,low,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
263,50.0,low,1.5,1.0,45.0,45.0,-1,CW,CW,CW,1,
264,0.0,low,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
265,50.0,very_high,0.4,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
266,0.0,low,1.5,1.0,8.0,8.0,-1,CW,CW,CW,1,
267,50.0,low,0.8,1.0,8.0,8.0,-1,CW,CCW,CCW,0,
268,0.0,very_high,0.8,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
269,0.0,very_high,1.5,0.6,-8.0,8.0,-1,CCW,CCW,CCW,1,
270,0.0,low,0.8,1.0,8.0,8.0,-1,CW,CW,CW,1,
271,50.0,very_high,0.8,1.0,-8.0,8.0,-1,CCW,CCW,CCW,1,
272,50.0,very_high,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
273,50.0,very_high,1.5,0.6,-45.0,45.0,1,CCW,CW,CW,0,
274,0.0,low,0.4,0.6,8.0,8.0,-1,CW,CCW,CCW,0,
275,50.0,low,0.4,0.6,45.0,45.0,1,CW,CCW,CCW,0,
276,50.0,low,1.5,0.6,45.0,45.0,1,CW,CW,CW,1,
277,0.0,low,0.4,0.6,8.0,8.0,1,CW,CCW,CCW,0,
278,50.0,very_high,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
279,50.0,low,0.8,1.0,-8.0,8.0,1,CCW,CW,CW,0,
280,0.0,very_high,0.8,1.0,-8.0,8.0,1,CCW,CCW,CCW,1,
281,50.0,very_high,1.5,0.6,8.0,8.0,1,CW,CCW,CCW,0,
282,0.0,low,1.5,1.0,45.0,45.0,1,CW,CCW,CCW,0,
283,50.0,low,1.5,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
284,50.0,very_high,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
285,0.0,very_high,0.4,0.6,8.0,8.0,-1,CW,CW,CW,1,
286,0.0,very_high,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
287,0.0,low,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
